"max_co2","time_st","vehicle","__dt"
"9975.05","52.0","0","2023-04-10 00:00:00.000"
"9975.05","58.0","0","2023-04-10 00:00:00.000"
"9975.05","59.0","0","2023-04-10 00:00:00.000"
"9975.05","60.0","0","2023-04-10 00:00:00.000"
"9975.05","62.0","0","2023-04-10 00:00:00.000"
"9818.41","24.0","0","2023-04-10 00:00:00.000"
"9818.41","26.0","0","2023-04-10 00:00:00.000"
"9818.41","27.0","0","2023-04-10 00:00:00.000"
"9975.05","29.0","0","2023-04-10 00:00:00.000"
"9975.05","34.0","0","2023-04-10 00:00:00.000"
"9975.05","36.0","0","2023-04-10 00:00:00.000"
"9975.05","37.0","0","2023-04-10 00:00:00.000"
"9975.05","39.0","0","2023-04-10 00:00:00.000"
"9975.05","40.0","0","2023-04-10 00:00:00.000"
"9975.05","41.0","0","2023-04-10 00:00:00.000"
"9975.05","66.0","0","2023-04-10 00:00:00.000"
"9975.05","67.0","0","2023-04-10 00:00:00.000"
"9975.05","68.0","0","2023-04-10 00:00:00.000"
"9975.05","69.0","0","2023-04-10 00:00:00.000"
"9975.05","70.0","0","2023-04-10 00:00:00.000"
"9975.05","71.0","0","2023-04-10 00:00:00.000"
"9975.05","72.0","0","2023-04-10 00:00:00.000"
"9975.05","73.0","0","2023-04-10 00:00:00.000"
"9975.05","74.0","0","2023-04-10 00:00:00.000"
"9975.05","75.0","0","2023-04-10 00:00:00.000"
"9975.05","76.0","0","2023-04-10 00:00:00.000"
"9975.05","77.0","0","2023-04-10 00:00:00.000"
"9975.05","78.0","0","2023-04-10 00:00:00.000"
"12353.41","79.0","0","2023-04-10 00:00:00.000"
"12353.41","80.0","0","2023-04-10 00:00:00.000"
"12353.41","81.0","0","2023-04-10 00:00:00.000"
"12353.41","82.0","0","2023-04-10 00:00:00.000"
"12353.41","83.0","0","2023-04-10 00:00:00.000"
"12353.41","84.0","0","2023-04-10 00:00:00.000"
"12353.41","85.0","0","2023-04-10 00:00:00.000"
"12353.41","83.0","0","2023-04-10 00:00:00.000"
"12353.41","84.0","0","2023-04-10 00:00:00.000"
"12353.41","85.0","0","2023-04-10 00:00:00.000"
"12353.41","86.0","0","2023-04-10 00:00:00.000"
"12353.41","87.0","0","2023-04-10 00:00:00.000"
"12353.41","88.0","0","2023-04-10 00:00:00.000"
"12353.41","89.0","0","2023-04-10 00:00:00.000"
"12353.41","90.0","0","2023-04-10 00:00:00.000"
"12353.41","91.0","0","2023-04-10 00:00:00.000"
"12353.41","92.0","0","2023-04-10 00:00:00.000"
"12353.41","93.0","0","2023-04-10 00:00:00.000"
"12353.41","94.0","0","2023-04-10 00:00:00.000"
"12353.41","95.0","0","2023-04-10 00:00:00.000"
"12353.41","96.0","0","2023-04-10 00:00:00.000"
"12353.41","97.0","0","2023-04-10 00:00:00.000"
"12353.41","98.0","0","2023-04-10 00:00:00.000"
"12353.41","99.0","0","2023-04-10 00:00:00.000"
"12353.41","100.0","0","2023-04-10 00:00:00.000"
"12353.41","101.0","0","2023-04-10 00:00:00.000"
"12353.41","114.0","0","2023-04-10 00:00:00.000"
"12353.41","124.0","0","2023-04-10 00:00:00.000"
"2416.04","4.0","0","2023-04-10 00:00:00.000"
"12353.41","102.0","0","2023-04-10 00:00:00.000"
"12353.41","103.0","0","2023-04-10 00:00:00.000"
"12353.41","104.0","0","2023-04-10 00:00:00.000"
"12353.41","105.0","0","2023-04-10 00:00:00.000"
"12353.41","106.0","0","2023-04-10 00:00:00.000"
"12353.41","108.0","0","2023-04-10 00:00:00.000"
"12353.41","109.0","0","2023-04-10 00:00:00.000"
"12353.41","111.0","0","2023-04-10 00:00:00.000"
"12353.41","112.0","0","2023-04-10 00:00:00.000"
"12353.41","113.0","0","2023-04-10 00:00:00.000"
"12353.41","114.0","0","2023-04-10 00:00:00.000"
"12353.41","115.0","0","2023-04-10 00:00:00.000"
"12353.41","116.0","0","2023-04-10 00:00:00.000"
"12353.41","117.0","0","2023-04-10 00:00:00.000"
"12353.41","118.0","0","2023-04-10 00:00:00.000"
"9818.41","27.0","0","2023-04-10 00:00:00.000"
"9975.05","28.0","0","2023-04-10 00:00:00.000"
"9975.05","29.0","0","2023-04-10 00:00:00.000"
"9975.05","30.0","0","2023-04-10 00:00:00.000"
"9975.05","31.0","0","2023-04-10 00:00:00.000"
"9975.05","32.0","0","2023-04-10 00:00:00.000"
"9975.05","33.0","0","2023-04-10 00:00:00.000"
"9975.05","34.0","0","2023-04-10 00:00:00.000"
"9975.05","35.0","0","2023-04-10 00:00:00.000"
"9975.05","36.0","0","2023-04-10 00:00:00.000"
"9975.05","37.0","0","2023-04-10 00:00:00.000"
"9975.05","38.0","0","2023-04-10 00:00:00.000"
"9975.05","39.0","0","2023-04-10 00:00:00.000"
"9975.05","40.0","0","2023-04-10 00:00:00.000"
"9975.05","41.0","0","2023-04-10 00:00:00.000"
"9975.05","42.0","0","2023-04-10 00:00:00.000"
"9975.05","43.0","0","2023-04-10 00:00:00.000"
"9975.05","44.0","0","2023-04-10 00:00:00.000"
"9975.05","45.0","0","2023-04-10 00:00:00.000"
"9975.05","46.0","0","2023-04-10 00:00:00.000"
"2416.04","0.0","0","2023-04-10 00:00:00.000"
"2416.04","1.0","0","2023-04-10 00:00:00.000"
"2416.04","2.0","0","2023-04-10 00:00:00.000"
"2416.04","3.0","0","2023-04-10 00:00:00.000"
"2416.04","4.0","0","2023-04-10 00:00:00.000"
"5681.26","5.0","0","2023-04-10 00:00:00.000"
"5843.88","6.0","0","2023-04-10 00:00:00.000"
"7523.47","7.0","0","2023-04-10 00:00:00.000"
"9975.05","53.0","0","2023-04-10 00:00:00.000"
"9975.05","54.0","0","2023-04-10 00:00:00.000"
"9975.05","55.0","0","2023-04-10 00:00:00.000"
"9975.05","56.0","0","2023-04-10 00:00:00.000"
"9975.05","57.0","0","2023-04-10 00:00:00.000"
"9975.05","58.0","0","2023-04-10 00:00:00.000"
"9975.05","59.0","0","2023-04-10 00:00:00.000"
"9975.05","60.0","0","2023-04-10 00:00:00.000"
"9975.05","61.0","0","2023-04-10 00:00:00.000"
"9975.05","62.0","0","2023-04-10 00:00:00.000"
"9975.05","63.0","0","2023-04-10 00:00:00.000"
"9975.05","64.0","0","2023-04-10 00:00:00.000"
"9975.05","65.0","0","2023-04-10 00:00:00.000"
"9975.05","66.0","0","2023-04-10 00:00:00.000"
"9975.05","67.0","0","2023-04-10 00:00:00.000"
"9975.05","68.0","0","2023-04-10 00:00:00.000"
"9975.05","69.0","0","2023-04-10 00:00:00.000"
"9975.05","70.0","0","2023-04-10 00:00:00.000"
"9975.05","71.0","0","2023-04-10 00:00:00.000"
"9975.05","72.0","0","2023-04-10 00:00:00.000"
"12353.41","127.0","0","2023-04-10 00:00:00.000"
"12896.47","130.0","0","2023-04-10 00:00:00.000"
"17957.92","132.0","0","2023-04-10 00:00:00.000"
"23476.3","142.0","0","2023-04-10 00:00:00.000"
"23476.3","143.0","0","2023-04-10 00:00:00.000"
"9818.41","14.0","0","2023-04-10 00:00:00.000"
"9818.41","15.0","0","2023-04-10 00:00:00.000"
"9818.41","16.0","0","2023-04-10 00:00:00.000"
"9818.41","17.0","0","2023-04-10 00:00:00.000"
"9818.41","18.0","0","2023-04-10 00:00:00.000"
"9818.41","19.0","0","2023-04-10 00:00:00.000"
"9818.41","20.0","0","2023-04-10 00:00:00.000"
"9818.41","21.0","0","2023-04-10 00:00:00.000"
"9818.41","22.0","0","2023-04-10 00:00:00.000"
"9818.41","24.0","0","2023-04-10 00:00:00.000"
"9818.41","25.0","0","2023-04-10 00:00:00.000"
"9818.41","26.0","0","2023-04-10 00:00:00.000"
"9818.41","27.0","0","2023-04-10 00:00:00.000"
"9975.05","28.0","0","2023-04-10 00:00:00.000"
"9975.05","29.0","0","2023-04-10 00:00:00.000"
"9975.05","30.0","0","2023-04-10 00:00:00.000"
"9975.05","31.0","0","2023-04-10 00:00:00.000"
"9975.05","32.0","0","2023-04-10 00:00:00.000"
"9975.05","33.0","0","2023-04-10 00:00:00.000"
"12353.41","86.0","0","2023-04-10 00:00:00.000"
"12353.41","87.0","0","2023-04-10 00:00:00.000"
"12353.41","88.0","0","2023-04-10 00:00:00.000"
"12353.41","89.0","0","2023-04-10 00:00:00.000"
"12353.41","90.0","0","2023-04-10 00:00:00.000"
"12353.41","91.0","0","2023-04-10 00:00:00.000"
"12353.41","92.0","0","2023-04-10 00:00:00.000"
"12353.41","93.0","0","2023-04-10 00:00:00.000"
"12353.41","94.0","0","2023-04-10 00:00:00.000"
"12353.41","95.0","0","2023-04-10 00:00:00.000"
"12353.41","96.0","0","2023-04-10 00:00:00.000"
"12353.41","97.0","0","2023-04-10 00:00:00.000"
"12353.41","98.0","0","2023-04-10 00:00:00.000"
"12353.41","99.0","0","2023-04-10 00:00:00.000"
"12353.41","100.0","0","2023-04-10 00:00:00.000"
"12353.41","101.0","0","2023-04-10 00:00:00.000"
"12353.41","102.0","0","2023-04-10 00:00:00.000"
"12353.41","103.0","0","2023-04-10 00:00:00.000"
"12353.41","104.0","0","2023-04-10 00:00:00.000"
"12353.41","105.0","0","2023-04-10 00:00:00.000"
"2416.04","0.0","0","2023-04-10 00:00:00.000"
"2416.04","1.0","0","2023-04-10 00:00:00.000"
"2416.04","2.0","0","2023-04-10 00:00:00.000"
"2416.04","3.0","0","2023-04-10 00:00:00.000"
"2416.04","4.0","0","2023-04-10 00:00:00.000"
"5681.26","5.0","0","2023-04-10 00:00:00.000"
"5843.88","6.0","0","2023-04-10 00:00:00.000"
"7523.47","7.0","0","2023-04-10 00:00:00.000"
"7523.47","8.0","0","2023-04-10 00:00:00.000"
"9818.41","9.0","0","2023-04-10 00:00:00.000"
"9818.41","10.0","0","2023-04-10 00:00:00.000"
"9818.41","11.0","0","2023-04-10 00:00:00.000"
"9818.41","12.0","0","2023-04-10 00:00:00.000"
"9818.41","13.0","0","2023-04-10 00:00:00.000"
"12353.41","126.0","0","2023-04-10 00:00:00.000"
"12353.41","127.0","0","2023-04-10 00:00:00.000"
"12353.41","128.0","0","2023-04-10 00:00:00.000"
"12353.41","129.0","0","2023-04-10 00:00:00.000"
"12896.47","130.0","0","2023-04-10 00:00:00.000"
"16957.27","131.0","0","2023-04-10 00:00:00.000"
"17957.92","132.0","0","2023-04-10 00:00:00.000"
"17957.92","133.0","0","2023-04-10 00:00:00.000"
"23476.3","134.0","0","2023-04-10 00:00:00.000"
"23476.3","135.0","0","2023-04-10 00:00:00.000"
"23476.3","136.0","0","2023-04-10 00:00:00.000"
"23476.3","137.0","0","2023-04-10 00:00:00.000"
"23476.3","138.0","0","2023-04-10 00:00:00.000"
"23476.3","139.0","0","2023-04-10 00:00:00.000"
"23476.3","140.0","0","2023-04-10 00:00:00.000"
"23476.3","141.0","0","2023-04-10 00:00:00.000"
"23476.3","142.0","0","2023-04-10 00:00:00.000"
"23476.3","143.0","0","2023-04-10 00:00:00.000"
"23476.3","144.0","0","2023-04-10 00:00:00.000"
"9975.05","34.0","0","2023-04-10 00:00:00.000"
"9975.05","35.0","0","2023-04-10 00:00:00.000"
"9975.05","36.0","0","2023-04-10 00:00:00.000"
"9975.05","37.0","0","2023-04-10 00:00:00.000"
"9975.05","38.0","0","2023-04-10 00:00:00.000"
"9975.05","39.0","0","2023-04-10 00:00:00.000"
"9975.05","40.0","0","2023-04-10 00:00:00.000"
"9975.05","41.0","0","2023-04-10 00:00:00.000"
"9975.05","42.0","0","2023-04-10 00:00:00.000"
"9975.05","43.0","0","2023-04-10 00:00:00.000"
"9975.05","44.0","0","2023-04-10 00:00:00.000"
"9975.05","45.0","0","2023-04-10 00:00:00.000"
"9975.05","46.0","0","2023-04-10 00:00:00.000"
"9975.05","47.0","0","2023-04-10 00:00:00.000"
"9975.05","48.0","0","2023-04-10 00:00:00.000"
"9975.05","49.0","0","2023-04-10 00:00:00.000"
"9975.05","50.0","0","2023-04-10 00:00:00.000"
"9975.05","51.0","0","2023-04-10 00:00:00.000"
"9975.05","52.0","0","2023-04-10 00:00:00.000"
"12353.41","113.0","0","2023-04-10 00:00:00.000"
"12353.41","114.0","0","2023-04-10 00:00:00.000"
"12353.41","115.0","0","2023-04-10 00:00:00.000"
"12353.41","116.0","0","2023-04-10 00:00:00.000"
"12353.41","117.0","0","2023-04-10 00:00:00.000"
"12353.41","118.0","0","2023-04-10 00:00:00.000"
"12353.41","119.0","0","2023-04-10 00:00:00.000"
"12353.41","120.0","0","2023-04-10 00:00:00.000"
"12353.41","121.0","0","2023-04-10 00:00:00.000"
"12353.41","122.0","0","2023-04-10 00:00:00.000"
"12353.41","123.0","0","2023-04-10 00:00:00.000"
"12353.41","124.0","0","2023-04-10 00:00:00.000"
"12353.41","125.0","0","2023-04-10 00:00:00.000"
"12353.41","126.0","0","2023-04-10 00:00:00.000"
"12353.41","127.0","0","2023-04-10 00:00:00.000"
"12353.41","128.0","0","2023-04-10 00:00:00.000"
"12353.41","129.0","0","2023-04-10 00:00:00.000"
"12896.47","130.0","0","2023-04-10 00:00:00.000"
"16957.27","131.0","0","2023-04-10 00:00:00.000"
"9975.05","47.0","0","2023-04-10 00:00:00.000"
"9975.05","48.0","0","2023-04-10 00:00:00.000"
"9975.05","49.0","0","2023-04-10 00:00:00.000"
"9975.05","50.0","0","2023-04-10 00:00:00.000"
"9975.05","51.0","0","2023-04-10 00:00:00.000"
"9975.05","52.0","0","2023-04-10 00:00:00.000"
"9975.05","53.0","0","2023-04-10 00:00:00.000"
"9975.05","54.0","0","2023-04-10 00:00:00.000"
"9975.05","55.0","0","2023-04-10 00:00:00.000"
"9975.05","56.0","0","2023-04-10 00:00:00.000"
"9975.05","57.0","0","2023-04-10 00:00:00.000"
"9975.05","58.0","0","2023-04-10 00:00:00.000"
"9975.05","59.0","0","2023-04-10 00:00:00.000"
"9975.05","60.0","0","2023-04-10 00:00:00.000"
"9975.05","61.0","0","2023-04-10 00:00:00.000"
"9975.05","62.0","0","2023-04-10 00:00:00.000"
"9975.05","63.0","0","2023-04-10 00:00:00.000"
"9975.05","64.0","0","2023-04-10 00:00:00.000"
"9975.05","65.0","0","2023-04-10 00:00:00.000"
"23476.3","145.0","0","2023-04-10 00:00:00.000"
"23476.3","146.0","0","2023-04-10 00:00:00.000"
"23476.3","147.0","0","2023-04-10 00:00:00.000"
"23476.3","148.0","0","2023-04-10 00:00:00.000"
"23476.3","149.0","0","2023-04-10 00:00:00.000"
"23476.3","150.0","0","2023-04-10 00:00:00.000"
"23476.3","151.0","0","2023-04-10 00:00:00.000"
"23476.3","152.0","0","2023-04-10 00:00:00.000"
"23476.3","153.0","0","2023-04-10 00:00:00.000"
"23476.3","154.0","0","2023-04-10 00:00:00.000"
"23476.3","155.0","0","2023-04-10 00:00:00.000"
"23476.3","156.0","0","2023-04-10 00:00:00.000"
"23476.3","157.0","0","2023-04-10 00:00:00.000"
"23476.3","158.0","0","2023-04-10 00:00:00.000"
"23476.3","159.0","0","2023-04-10 00:00:00.000"
"9975.05","73.0","0","2023-04-10 00:00:00.000"
"9975.05","74.0","0","2023-04-10 00:00:00.000"
"9975.05","75.0","0","2023-04-10 00:00:00.000"
"9975.05","76.0","0","2023-04-10 00:00:00.000"
"9975.05","77.0","0","2023-04-10 00:00:00.000"
"9975.05","78.0","0","2023-04-10 00:00:00.000"
"12353.41","79.0","0","2023-04-10 00:00:00.000"
"12353.41","80.0","0","2023-04-10 00:00:00.000"
"12353.41","81.0","0","2023-04-10 00:00:00.000"
"12353.41","82.0","0","2023-04-10 00:00:00.000"
"12353.41","83.0","0","2023-04-10 00:00:00.000"
"12353.41","84.0","0","2023-04-10 00:00:00.000"
"12353.41","85.0","0","2023-04-10 00:00:00.000"
"12353.41","86.0","0","2023-04-10 00:00:00.000"
"12353.41","87.0","0","2023-04-10 00:00:00.000"
"12353.41","88.0","0","2023-04-10 00:00:00.000"
"12353.41","89.0","0","2023-04-10 00:00:00.000"
"12353.41","90.0","0","2023-04-10 00:00:00.000"
"12353.41","91.0","0","2023-04-10 00:00:00.000"
"12353.41","92.0","0","2023-04-10 00:00:00.000"
"7523.47","8.0","0","2023-04-10 00:00:00.000"
"9818.41","9.0","0","2023-04-10 00:00:00.000"
"9818.41","10.0","0","2023-04-10 00:00:00.000"
"9818.41","11.0","0","2023-04-10 00:00:00.000"
"9818.41","12.0","0","2023-04-10 00:00:00.000"
"9818.41","13.0","0","2023-04-10 00:00:00.000"
"9818.41","14.0","0","2023-04-10 00:00:00.000"
"9818.41","15.0","0","2023-04-10 00:00:00.000"
"9818.41","16.0","0","2023-04-10 00:00:00.000"
"9818.41","17.0","0","2023-04-10 00:00:00.000"
"9818.41","18.0","0","2023-04-10 00:00:00.000"
"9818.41","19.0","0","2023-04-10 00:00:00.000"
"9818.41","20.0","0","2023-04-10 00:00:00.000"
"9818.41","21.0","0","2023-04-10 00:00:00.000"
"9818.41","22.0","0","2023-04-10 00:00:00.000"
"9818.41","23.0","0","2023-04-10 00:00:00.000"
"9818.41","24.0","0","2023-04-10 00:00:00.000"
"9818.41","25.0","0","2023-04-10 00:00:00.000"
"9818.41","26.0","0","2023-04-10 00:00:00.000"
"12353.41","106.0","0","2023-04-10 00:00:00.000"
"12353.41","107.0","0","2023-04-10 00:00:00.000"
"12353.41","108.0","0","2023-04-10 00:00:00.000"
"12353.41","109.0","0","2023-04-10 00:00:00.000"
"12353.41","110.0","0","2023-04-10 00:00:00.000"
"12353.41","111.0","0","2023-04-10 00:00:00.000"
"12353.41","112.0","0","2023-04-10 00:00:00.000"
"12353.41","113.0","0","2023-04-10 00:00:00.000"
"12353.41","114.0","0","2023-04-10 00:00:00.000"
"12353.41","115.0","0","2023-04-10 00:00:00.000"
"12353.41","116.0","0","2023-04-10 00:00:00.000"
"12353.41","117.0","0","2023-04-10 00:00:00.000"
"12353.41","118.0","0","2023-04-10 00:00:00.000"
"12353.41","119.0","0","2023-04-10 00:00:00.000"
"12353.41","120.0","0","2023-04-10 00:00:00.000"
"12353.41","121.0","0","2023-04-10 00:00:00.000"
"12353.41","122.0","0","2023-04-10 00:00:00.000"
"12353.41","123.0","0","2023-04-10 00:00:00.000"
"12353.41","124.0","0","2023-04-10 00:00:00.000"
"12353.41","125.0","0","2023-04-10 00:00:00.000"
"9975.05","63.0","0","2023-04-10 00:00:00.000"
"9975.05","64.0","0","2023-04-10 00:00:00.000"
"9975.05","66.0","0","2023-04-10 00:00:00.000"
"9975.05","67.0","0","2023-04-10 00:00:00.000"
"9975.05","69.0","0","2023-04-10 00:00:00.000"
"9975.05","70.0","0","2023-04-10 00:00:00.000"
"9975.05","72.0","0","2023-04-10 00:00:00.000"
"9975.05","73.0","0","2023-04-10 00:00:00.000"
"9975.05","74.0","0","2023-04-10 00:00:00.000"
"9975.05","75.0","0","2023-04-10 00:00:00.000"
"12353.41","80.0","0","2023-04-10 00:00:00.000"
"12353.41","81.0","0","2023-04-10 00:00:00.000"
"12353.41","82.0","0","2023-04-10 00:00:00.000"
